ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ExpenditureTypeKey,ExpenditureType,ExpenditureTypeEng,Year,FarmPlantAnimalOwningLand,FarmPlantAnimalRentingLand,FarmFishingForestryHuntingAgri,EntrepreneurNonAgricultureBusiness,ProfessionalTechnicianManager,EmployeeLabourInAgriForestyFishery,EmployeeLabourInLogisticTransportation,EmployeeLabourInClericalSaleServices,EmployeeLabourInProductionConstruction,EconomicInactive,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,276.9,327.9,200,516.2,611.4,184.5,258.4,251,161.7,371.1
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,15.6,35.8,0,175.1,305.2,3.1,0,186.1,29.5,613.3,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1353.4,902.9,667,2357.3,5769.4,841.6,548,1371.3,1275,1112.4,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,8237,10632,7396,9137,9771,6819,7749,7834,7713,6731,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,53,22,0,141,172,63,73,55,135,36,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,40,19,0,192,24,35,57,105,89,33,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,4043,2722,2216,4675,6587,1695,2227,3566,4895,6749
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,300,506,410,569,2007,177,184,572,231,548,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,449,629,460,1736,1543,226,344,764,465,610,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,207,267,790,584,605,168,79,342,94,335,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,4123,3794,13700,10155,14294,1024,1177,4690,2903,2652,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,86,105,0,461,1711,12,124,264,68,189,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,160,440,100,378,776,140,84,130,369,247
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,212,3,0,17,229,0,581,41,15,587,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1574,2255,1488,2568,5800,360,506,2083,1132,1465,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4092.8,4212,3475.4,4934.2,6349.2,3330,5100.1,5074.2,4511.7,3447.1,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,21.3,38.3,18.3,97,67.5,285.1,171.1,81.4,48.6,5.2,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,20.4,12.9,7.2,42.9,21,139.4,159.8,48.1,33,15.6,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2117.9,1975.6,1313.4,2766.8,3287.6,1108.4,1978.6,2574,2197.7,2512
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,235,97.3,232.9,432.1,837.8,552.7,242.8,347.1,191.1,352.5,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,294.7,253.6,229.2,358.9,643.2,305.3,286.5,441.1,335.2,373.6,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,130.9,37.2,22.7,552.3,99.2,328.7,48.8,152.5,58.8,93.1,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,3735.9,1560.9,730.1,2670.2,4904.9,1753.8,1372.7,1903.5,1440.5,951.3,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,109.5,138.5,16,411.6,344.1,2,79.1,334.1,152.9,659.7,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,256.2,157.2,128.7,316.6,690.7,227.6,137.1,235.4,272.1,210.5
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,86.1,42.2,54.5,38.8,165.3,0,0,36,40.4,267.2,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,868.5,971.5,498.2,2259.3,3444.4,248.7,1404.4,1733.9,1262,571.6,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,4097,4480,3403,4796,5676,4268,5723,5041,4156,3264,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,73,0,45,868,20,267,0,346,92,14,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,36,15,29,83,108,0,29,91,63,13,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,3335,2578,2642,3124,4176,3692,3175,3001,3019,3159
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,86,258,94,285,664,422,585,342,230,219,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,348,309,212,446,762,276,539,510,317,253,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,83,15,36,48,42,13,38,82,113,82,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,2636,2159,743,2115,4285,1154,2006,2147,1315,1080,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2558,643,367,86,328,301,147,299,254,128,293,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,29,34,20,95,58,85,18,43,19,52
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,243,157,171,219,226,171,164,217,208,187,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,2056,1068,908,1951,5294,1397,1625,2440,1442,828,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,2973,2699,3364,3946,4342,7085,3965,4045,3783,2281,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,68,105,104,218,461,0,356,490,971,15,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,19,44,21,128,43,3,9,38,161,31,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,1373,942,1169,2277,3115,2024,1768,2150,1604,1447
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,175,85,134,298,627,142,290,357,87,120,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,157,107,180,408,874,487,430,471,174,134,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,17,16,29,149,259,50,63,127,249,111,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,1087,546,568,1812,4227,1906,1839,2118,1274,548,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,30,12,81,73,40,973,10,36,16,29,
